Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
0,247500,Higher education                                  ,Married                                           ,2,61,2,Pereiro de Além (Poiares (Santo André)),0,11,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Ribeira do Moinho (Poiares (Santo André)),0,4,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Vale de Viegas (Poiares (Santo André)),0,5,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Vila Chã (Poiares (Santo André)),0,8,1
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Ventosa (Arrifana),0,54,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Valeiro das Hortas (Poiares (Santo André)),0,45,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Casal do Gago (São Miguel de Poiares),0,5,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Algaça (Poiares (Santo André)),0,19,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Igreja Nova (Lavegadas),0,54,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Vilar (Arrifana),0,61,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Arrifana (Arrifana),0,45,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Vila Nova de Poiares (Poiares (Santo André)),0,29,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,55,11,Vale Carvalhal (Poiares (Santo André)),0,53,0
0,126000,Higher education                                  ,Single / not married                              ,1,52,7,Ribeira do Moinho (Poiares (Santo André)),0,51,0
0,126000,Higher education                                  ,Single / not married                              ,1,52,7,Venda Nova (São Miguel de Poiares),9,5,0
0,126000,Higher education                                  ,Single / not married                              ,1,52,7,Entroncamento (Poiares (Santo André)),9,5,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,47,2,Risca Silva (Poiares (Santo André)),0,29,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,47,2,Paço (Poiares (Santo André)),0,51,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Oliveira (Arrifana),0,6,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Segundeira (Poiares (Santo André)),0,12,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Crasto (Poiares (Santo André)),0,19,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Vilar (Arrifana),0,6,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Framilo (Poiares (Santo André)),0,2,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Cabeço de Celas (Poiares (Santo André)),0,5,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,27,4,Moinhos (São Miguel de Poiares),0,3,0
